hashtag	count	last_usage
#federicochiesa	0	2021-07-19T13:30:00.000Z
#otiraggiro	0	2021-07-19T13:28:43.000Z
#flopxi	0	2021-07-19T13:19:50.000Z
#em-endspiel	0	2021-07-19T13:18:46.000Z
#weatherforecast	0	2021-07-19T13:16:24.000Z
#showbiz	0	2021-07-19T13:16:24.000Z
#derby	0	2021-07-19T13:16:24.000Z
#exchangerates	0	2021-07-19T13:16:24.000Z
#airdrops	0	2021-07-19T19:57:27.000Z
#csgo	0	2021-07-19T13:15:20.000Z
#totalcafcl	0	2021-07-19T14:19:24.000Z
#arabian	0	2021-07-19T13:23:41.000Z
#canadaiptv	0	2021-07-19T13:22:51.000Z
#canadiantv	0	2021-07-19T13:22:51.000Z
#canadianiptv	0	2021-07-19T13:22:51.000Z
#usa	0	2021-07-19T16:40:42.000Z
#usatv	0	2021-07-19T13:23:17.000Z
#usaiptv	0	2021-07-19T13:23:17.000Z
#american	0	2021-07-19T13:23:17.000Z
#americantv	0	2021-07-19T13:23:17.000Z
#americaniptv	0	2021-07-19T13:23:17.000Z
#arab	0	2021-07-19T13:23:41.000Z
#arabtv	0	2021-07-19T13:23:41.000Z
#arabiantv	0	2021-07-19T13:23:41.000Z
#csgoskinsgiveaway	0	2021-07-19T13:15:20.000Z
#arabic	0	2021-07-19T13:23:41.000Z
#arabictv	0	2021-07-19T13:23:41.000Z
#arabiciptv	0	2021-07-19T13:23:41.000Z
#arabiptv	0	2021-07-19T13:23:41.000Z
#world	0	2021-07-19T16:29:22.000Z
#worldtv	0	2021-07-19T13:24:01.000Z
#today	0	2021-07-19T13:24:22.000Z
#worldiptv	0	2021-07-19T13:24:01.000Z
#nattoswap	0	2021-07-19T19:56:12.000Z
#sport	0	2021-07-19T19:37:39.000Z
#loewout	0	2021-07-19T13:10:06.000Z
#canadatv	0	2021-07-19T13:22:51.000Z
#canadian	0	2021-07-19T13:22:51.000Z
#canada	0	2021-07-19T13:22:51.000Z
#griezmann	0	2021-07-19T13:15:58.000Z
#konami	0	2021-07-19T13:15:20.000Z
#xbox	0	2021-07-19T13:15:20.000Z
#trending	0	2021-07-19T15:16:10.000Z
#australia	0	2021-07-19T13:15:20.000Z
#dallas	0	2021-07-19T13:15:20.000Z
#blog	0	2021-07-19T16:33:42.000Z
#twitch	0	2021-07-19T17:38:36.000Z
#liverpool	0	2021-07-19T17:36:03.000Z
#fit	0	2021-07-19T13:15:15.000Z
#yoga	0	2021-07-19T13:15:15.000Z
#cardio	0	2021-07-19T13:15:15.000Z
#brazil	0	2021-07-19T13:22:31.000Z
#brazilian	0	2021-07-19T13:22:31.000Z
#brazilvsargentina	0	2021-07-19T13:22:31.000Z
#belgique	0	2021-07-19T13:14:52.000Z
#braziltv	0	2021-07-19T13:22:31.000Z
#braziliptv	0	2021-07-19T13:22:31.000Z
#braziliantv	0	2021-07-19T13:22:31.000Z
#brazilianiptv	0	2021-07-19T13:22:31.000Z
#foot	0	2021-07-19T13:14:30.000Z
#pogba	0	2021-07-19T15:20:43.000Z
#bleus	0	2021-07-19T13:15:58.000Z
#zidane	0	2021-07-19T13:15:58.000Z
#novax	0	2021-07-19T13:33:38.000Z
#speculatori	0	2021-07-19T13:33:38.000Z
#greepass	0	2021-07-19T13:33:38.000Z
#content	0	2021-07-19T14:05:15.000Z
#sophiedee	0	2021-07-19T14:06:12.000Z
#schlager	0	2021-07-19T14:05:50.000Z
#stefanomaggio	0	2021-07-19T14:05:50.000Z
#xfund	0	2021-07-19T14:05:16.000Z
#banking	0	2021-07-19T14:05:16.000Z
#safeicarus	0	2021-07-19T14:05:16.000Z
#eos	0	2021-07-19T15:28:32.000Z
#gamestop	0	2021-07-19T14:05:16.000Z
#woke	0	2021-07-19T14:05:16.000Z
#ogn	0	2021-07-19T14:05:16.000Z
#bills	0	2021-07-19T14:05:15.000Z
#packers	0	2021-07-19T14:05:15.000Z
#romanewseu	0	2021-07-19T13:36:17.000Z
#cowboys	0	2021-07-19T14:05:15.000Z
#buccaneers	0	2021-07-19T14:05:15.000Z
#raiders	0	2021-07-19T14:05:15.000Z
#eagles	0	2021-07-19T14:05:15.000Z
#steelers	0	2021-07-19T14:05:15.000Z
#seahawks	0	2021-07-19T14:05:15.000Z
#nfl	0	2021-07-19T14:05:15.000Z
#tagnflpodcast	0	2021-07-19T14:05:15.000Z
#kitchenscale	0	2021-07-19T14:04:41.000Z
#allianzarena	0	2021-07-19T14:04:01.000Z
#versus	0	2021-07-19T14:03:54.000Z
#eloraculodelrawk	0	2021-07-19T14:06:12.000Z
#co	0	2021-07-19T14:06:12.000Z
#ajopinion	0	2021-07-19T15:04:50.000Z
#safemoonarmy	0	2021-07-19T16:24:50.000Z
#k	0	2021-07-19T16:33:12.000Z
#nbafinals	0	2021-07-19T14:16:22.000Z
#goldcup21	0	2021-07-19T15:39:39.000Z
#usmnts	0	2021-07-19T15:39:39.000Z
#footballstars	0	2021-07-19T19:10:31.000Z
#soccerislife	0	2021-07-19T14:15:17.000Z
#fitness	0	2021-07-19T14:15:17.000Z
#dbinvest	0	2021-07-19T14:15:17.000Z
#king	0	2021-07-19T14:15:17.000Z
#lionelmessi	0	2021-07-19T14:19:31.000Z
#sange_aaaaaaaaaahh	0	2021-07-19T19:53:30.000Z
#chatseks	0	2021-07-19T19:53:30.000Z
#livebugil	0	2021-07-19T19:53:30.000Z
#vcsbugil	0	2021-07-19T19:53:30.000Z
#malamminggu	0	2021-07-19T19:53:30.000Z
#kmfmnews	0	2021-07-19T18:36:00.000Z
#tiraggir	0	2021-07-19T14:10:22.000Z
#masqu	0	2021-07-19T14:12:52.000Z
#4corners	0	2021-07-19T14:09:44.000Z
#fraall	0	2021-07-19T14:09:44.000Z
#masque	0	2021-07-19T14:09:44.000Z
#frager	0	2021-07-19T14:12:52.000Z
#twitterclarets	0	2021-07-19T14:08:48.000Z
#top10goals	0	2021-07-19T14:03:54.000Z
#nffc	0	2021-07-19T14:02:44.000Z
#nottingham	0	2021-07-19T14:02:44.000Z
#northeast	0	2021-07-19T13:53:05.000Z
#durham	0	2021-07-19T13:53:05.000Z
#apprentice	0	2021-07-19T13:53:05.000Z
#newcastle	0	2021-07-19T13:53:05.000Z
#sunderland	0	2021-07-19T13:53:05.000Z
#rbleipzig	0	2021-07-19T13:49:56.000Z
#kampl	0	2021-07-19T13:49:56.000Z
#olympia	0	2021-07-19T13:49:56.000Z
#lwos	0	2021-07-19T13:47:31.000Z
#austinfc	0	2021-07-19T13:56:11.000Z
#tokio2020	0	2021-07-19T13:52:27.000Z
#studiarenonturismo	0	2021-07-19T13:47:04.000Z
#studiareunanecessit	0	2021-07-19T13:47:04.000Z
#goldman	0	2021-07-19T13:42:46.000Z
#angleterredanemark	0	2021-07-19T13:42:46.000Z
#damsgaard	0	2021-07-19T13:42:46.000Z
#active	0	2021-07-19T13:40:35.000Z
#bit	0	2021-07-19T13:38:55.000Z
#belgio	0	2021-07-19T20:45:11.000Z
#wembleystadium	0	2021-07-19T19:02:31.000Z
#vcscroot	0	2021-07-19T19:53:30.000Z
#nederland	0	2021-07-19T13:37:33.000Z
#belgioitalia	0	2021-07-19T13:36:56.000Z
#italyiptv	0	2021-07-19T13:21:48.000Z
#northumberland	0	2021-07-19T13:53:05.000Z
#schoolleavers2021	0	2021-07-19T13:53:05.000Z
#staffssquad	0	2021-07-19T14:00:25.000Z
#uel	0	2021-07-19T18:12:09.000Z
#5things	0	2021-07-19T14:00:05.000Z
#italianfootbal	0	2021-07-19T13:59:22.000Z
#whitehaven	0	2021-07-19T13:58:53.000Z
#unitedkingdomfootball	0	2021-07-19T13:58:53.000Z
#goalie	0	2021-07-19T13:58:53.000Z
#englandnationalteam	0	2021-07-19T13:58:53.000Z
#vocegiallorossa	0	2021-07-19T13:58:52.000Z
#bayerleverkusen	0	2021-07-19T13:58:09.000Z
#germanfootballclub	0	2021-07-19T13:58:09.000Z
#dutchfootball	0	2021-07-19T13:58:09.000Z
#centreback	0	2021-07-19T13:58:09.000Z
#defensivemidfielder	0	2021-07-19T13:58:09.000Z
#timothyfosumensah	0	2021-07-19T13:58:09.000Z
#amsterdam	0	2021-07-19T13:58:09.000Z
#italianiptv	0	2021-07-19T13:21:48.000Z
#italytv	0	2021-07-19T13:21:48.000Z
#mosaic	0	2021-07-19T13:58:53.000Z
#northof7cards	0	2021-07-19T13:58:53.000Z
#englandvdenmar	0	2021-07-19T13:57:34.000Z
#comeonengland	0	2021-07-19T13:57:34.000Z
#bringithome	0	2021-07-19T13:57:34.000Z
#maradona	0	2021-07-19T13:56:45.000Z
#goretzka	0	2021-07-19T13:55:09.000Z
#safemoonwallet	0	2021-07-19T16:24:50.000Z
#shiba	0	2021-07-19T16:24:50.000Z
#trx	0	2021-07-19T16:24:50.000Z
#persconferentie	0	2021-07-19T19:16:14.000Z
#slotonline	0	2021-07-19T19:21:29.000Z
#kicau4d	0	2021-07-19T19:21:29.000Z
#slotgames	0	2021-07-19T19:21:29.000Z
#slowmotion	0	2021-07-19T19:18:31.000Z
#tornado	0	2021-07-19T19:16:14.000Z
#redtaylorsversion	0	2021-07-19T19:16:14.000Z
#bekelebeke	0	2021-07-19T19:16:14.000Z
#imgfor	0	2021-07-19T19:16:14.000Z
#imgxnct	0	2021-07-19T19:16:14.000Z
#juldanslazizicacamixtape	0	2021-07-19T19:16:14.000Z
#elite4	0	2021-07-19T19:16:14.000Z
#pegasusproject	0	2021-07-19T19:13:28.000Z
#leightonbuzzard	0	2021-07-19T19:05:24.000Z
#dubai	0	2021-07-19T19:13:28.000Z
#bigtimerushiscoming	0	2021-07-19T19:13:28.000Z
#meme	0	2021-07-19T19:12:42.000Z
#tim	0	2021-07-19T19:12:42.000Z
#fifawordcup	0	2021-07-19T19:12:42.000Z
#me	0	2021-07-19T19:12:42.000Z
#villani	0	2021-07-19T19:12:42.000Z
#cfmtl	0	2021-07-19T19:10:35.000Z
#nametheproblem	0	2021-07-19T19:09:50.000Z
#availjakarta	0	2021-07-19T19:44:17.000Z
#elvalordelvoto	0	2021-07-19T19:09:16.000Z
#judionline	0	2021-07-19T19:21:29.000Z
#eichhrnchen	0	2021-07-19T19:22:12.000Z
#londra	0	2021-07-19T19:26:53.000Z
#we	0	2021-07-19T19:26:53.000Z
#violnciamas	0	2021-07-19T20:05:20.000Z
#newtraldata	0	2021-07-19T20:00:51.000Z
#infographic	0	2021-07-19T19:59:58.000Z
#fcbarce	0	2021-07-19T19:58:51.000Z
#barcelone	0	2021-07-19T19:54:34.000Z
#koefcb	0	2021-07-19T19:54:34.000Z
#koeman	0	2021-07-19T19:54:34.000Z
#alhamdulillah	0	2021-07-19T19:52:11.000Z
#alhamdulilah	0	2021-07-19T19:52:09.000Z
#firstvictory	0	2021-07-19T19:52:09.000Z
#iduladhadirumah	0	2021-07-19T19:51:39.000Z
#campioni	0	2021-07-19T19:49:44.000Z
#sanraffaeleloro	0	2021-07-19T19:49:44.000Z
#ricercatori	0	2021-07-19T19:49:44.000Z
#grazie	0	2021-07-19T19:49:44.000Z
#5yrsofvdtrendonjuly28th	0	2021-07-19T19:49:15.000Z
#openbojaksel	0	2021-07-19T19:44:17.000Z
#boris	0	2021-07-19T20:06:05.000Z
#covid19uk	0	2021-07-19T20:06:05.000Z
#government	0	2021-07-19T20:06:05.000Z
#deutschl	0	2021-07-19T19:40:05.000Z
#jorginhofrello	0	2021-07-19T19:33:38.000Z
#uefaeuro2021	0	2021-07-19T19:29:17.000Z
#thefa	0	2021-07-19T19:06:40.000Z
#grassrootsfootball	0	2021-07-19T19:05:24.000Z
#wolff	0	2021-07-19T13:09:07.000Z
#cm2022	0	2021-07-19T19:18:48.000Z
#s	0	2021-07-19T18:54:28.000Z
#lufc	0	2021-07-19T18:53:48.000Z
#mot	0	2021-07-19T18:53:48.000Z
#onthisday	0	2021-07-19T18:50:43.000Z
#pascher	0	2021-07-19T18:47:22.000Z
#maillotfoot	0	2021-07-19T18:47:22.000Z
#footmus	0	2021-07-19T18:47:22.000Z
#maillotdefootpascher	0	2021-07-19T18:47:22.000Z
#southgateyouretheone	0	2021-07-19T18:44:43.000Z
#englandvsgermany	0	2021-07-19T18:44:43.000Z
#bitcoinmining	0	2021-07-19T18:44:42.000Z
#polslo	0	2021-07-19T18:44:17.000Z
#yellowcolor	0	2021-07-19T19:04:41.000Z
#europacalcio	0	2021-07-19T18:41:51.000Z
#ga	0	2021-07-19T18:39:38.000Z
#snacks	0	2021-07-19T18:39:38.000Z
#celebration	0	2021-07-19T18:39:38.000Z
#munch	0	2021-07-19T18:39:38.000Z
#lunch	0	2021-07-19T18:39:38.000Z
#food	0	2021-07-19T18:39:38.000Z
#finals	0	2021-07-19T18:39:38.000Z
#oltreicolori	0	2021-07-19T18:35:50.000Z
#melbetug	0	2021-07-19T18:33:36.000Z
#larazon_es	0	2021-07-19T18:33:12.000Z
#landsholdet	0	2021-07-19T18:55:00.000Z
#twitterban	0	2021-07-19T18:55:21.000Z
#maxverstapen	0	2021-07-19T18:55:23.000Z
#bacichocolates	0	2021-07-19T18:55:31.000Z
#matury2021	0	2021-07-19T19:04:25.000Z
#alaqsamosque	0	2021-07-19T19:04:25.000Z
#fatima	0	2021-07-19T19:04:25.000Z
#matura2021	0	2021-07-19T19:04:25.000Z
#jazdaiga	0	2021-07-19T19:04:25.000Z
#lewandowski	0	2021-07-19T19:02:18.000Z
#rl9	0	2021-07-19T19:02:18.000Z
#ra	0	2021-07-19T19:02:07.000Z
#saraheverard	0	2021-07-19T18:58:50.000Z
#europeanfootball	0	2021-07-19T18:58:37.000Z
#eurocups	0	2021-07-19T18:58:37.000Z
#euro2020hosting	0	2021-07-19T18:58:37.000Z
#europeanchampionship	0	2021-07-19T18:58:37.000Z
#experiencematters	0	2021-07-19T18:58:37.000Z
#theazzurri	0	2021-07-19T18:58:37.000Z
#haitis	0	2021-07-19T18:57:02.000Z
#icymi	0	2021-07-19T18:58:29.000Z
#tipster	0	2021-07-19T18:56:13.000Z
#freetips	0	2021-07-19T18:56:13.000Z
#top10	0	2021-07-19T18:56:13.000Z
#kisses	0	2021-07-19T18:55:31.000Z
#kiss	0	2021-07-19T18:55:31.000Z
#italianchocolates	0	2021-07-19T18:55:31.000Z
#thefca	0	2021-07-19T20:02:23.000Z
#myepayments	0	2021-07-19T20:02:23.000Z
#memphis	0	2021-07-19T20:03:27.000Z
#albanianiptv	0	2021-07-19T13:19:02.000Z
#norwegiantv	0	2021-07-19T13:18:15.000Z
#norwegianiptv	0	2021-07-19T13:18:15.000Z
#romanian	0	2021-07-19T13:18:36.000Z
#roumania	0	2021-07-19T13:18:36.000Z
#romaniantv	0	2021-07-19T13:18:36.000Z
#romanianiptv	0	2021-07-19T13:18:36.000Z
#albania	0	2021-07-19T13:19:02.000Z
#albanian	0	2021-07-19T13:19:02.000Z
#albaniatv	0	2021-07-19T13:19:02.000Z
#albaniaiptv	0	2021-07-19T13:19:02.000Z
#albaniantv	0	2021-07-19T13:19:02.000Z
#deschamps	0	2021-07-19T17:52:36.000Z
#homeandliving	0	2021-07-19T20:04:40.000Z
#switzerland	0	2021-07-19T17:36:03.000Z
#switzerlandiptv	0	2021-07-19T13:19:32.000Z
#switzerlandtv	0	2021-07-19T13:19:32.000Z
#belgium	0	2021-07-19T13:19:52.000Z
#belgian	0	2021-07-19T13:19:52.000Z
#belgiantv	0	2021-07-19T13:19:52.000Z
#belgianiptv	0	2021-07-19T13:19:52.000Z
#belgiumtv	0	2021-07-19T13:19:52.000Z
#belgiumiptv	0	2021-07-19T13:19:52.000Z
#portugal	0	2021-07-19T20:39:31.000Z
#portuguese	0	2021-07-19T13:20:12.000Z
#norwayiptv	0	2021-07-19T13:18:15.000Z
#norwaytv	0	2021-07-19T13:18:15.000Z
#norwegian	0	2021-07-19T13:18:15.000Z
#norvege	0	2021-07-19T13:18:15.000Z
#croatia	0	2021-07-19T13:16:43.000Z
#croatian	0	2021-07-19T13:16:43.000Z
#croatiatv	0	2021-07-19T13:16:43.000Z
#croatiaiptv	0	2021-07-19T13:16:43.000Z
#russia	0	2021-07-19T13:17:08.000Z
#russian	0	2021-07-19T13:17:08.000Z
#russiatv	0	2021-07-19T13:17:08.000Z
#russiaiptv	0	2021-07-19T13:17:08.000Z
#russiantv	0	2021-07-19T13:17:08.000Z
#russianiptv	0	2021-07-19T13:17:08.000Z
#inglaterra	0	2021-07-19T12:27:59.000Z
#sweden	0	2021-07-19T13:17:34.000Z
#swedish	0	2021-07-19T13:17:34.000Z
#swedentv	0	2021-07-19T13:17:34.000Z
#swedeniptv	0	2021-07-19T13:17:34.000Z
#danish	0	2021-07-19T13:17:54.000Z
#danmark	0	2021-07-19T13:17:54.000Z
#danemark	0	2021-07-19T13:42:46.000Z
#danemarktv	0	2021-07-19T13:17:54.000Z
#danemarkiptv	0	2021-07-19T13:17:54.000Z
#danishtv	0	2021-07-19T13:17:54.000Z
#danishiptv	0	2021-07-19T13:17:54.000Z
#norway	0	2021-07-19T13:18:15.000Z
#portuguesegp	0	2021-07-19T13:20:12.000Z
#portugaltv	0	2021-07-19T13:20:12.000Z
#portugaliptv	0	2021-07-19T13:20:12.000Z
#u21	0	2021-07-19T20:39:31.000Z
#loveisland	0	2021-07-19T20:34:33.000Z
#skysportsnews	0	2021-07-19T20:34:33.000Z
#sweetcaroline	0	2021-07-19T20:34:33.000Z
#theoffice	0	2021-07-19T20:47:53.000Z
#coppa	0	2021-07-19T20:32:46.000Z
#competenza	0	2021-07-19T20:32:46.000Z
#professionalit	0	2021-07-19T20:32:46.000Z
#staff	0	2021-07-19T20:32:46.000Z
#mbapp	0	2021-07-19T20:32:05.000Z
#thecatswetweet	0	2021-07-19T20:31:03.000Z
#southafrica	0	2021-07-19T20:30:32.000Z
#northernireland	0	2021-07-19T20:30:32.000Z
#coca	0	2021-07-19T20:26:00.000Z
#under21	0	2021-07-19T20:39:31.000Z
#audiosdeflorentino	0	2021-07-19T20:40:43.000Z
#kumbh	0	2021-07-19T20:16:24.000Z
#txlege	0	2021-07-19T20:15:29.000Z
#thisismofc	0	2021-07-19T20:13:33.000Z
#stopline3	0	2021-07-19T20:09:28.000Z
#tifosiseriea	0	2021-07-19T20:07:17.000Z
#antilockdownmarch	0	2021-07-19T20:07:13.000Z
#gammon	0	2021-07-19T20:07:13.000Z
#fpl	0	2021-07-19T20:04:42.000Z
#italianfootball	0	2021-07-19T20:39:47.000Z
#meghan	0	2021-07-19T20:40:34.000Z
#portuguesetv	0	2021-07-19T13:20:12.000Z
#boicotchiringuito	0	2021-07-19T20:40:43.000Z
#portugueseiptv	0	2021-07-19T13:20:12.000Z
#germany	0	2021-07-19T20:39:31.000Z
#germanytv	0	2021-07-19T13:20:33.000Z
#germanyiptv	0	2021-07-19T13:20:33.000Z
#german	0	2021-07-19T13:20:33.000Z
#germangp	0	2021-07-19T13:20:33.000Z
#germantv	0	2021-07-19T13:20:33.000Z
#germaniptv	0	2021-07-19T13:20:33.000Z
#foxnews	0	2021-07-19T10:05:27.000Z
#threelion	0	2021-07-19T20:56:55.000Z
#afpgraphics	0	2021-07-19T20:54:49.000Z
#samsung	0	2021-07-19T20:53:41.000Z
#samsunggalaxy	0	2021-07-19T20:53:41.000Z
#torfaen	0	2021-07-19T20:51:00.000Z
#jovencitahot	0	2021-07-19T20:48:51.000Z
#chicastraviesas	0	2021-07-19T20:48:51.000Z
#croaciaespana	0	2021-07-19T20:48:51.000Z
#palnorte	0	2021-07-19T20:48:51.000Z
#lunesdemorboyprovocacin	0	2021-07-19T20:48:51.000Z
#lunesardientes	0	2021-07-19T20:48:51.000Z
#feliziniciodesemana	0	2021-07-19T20:48:51.000Z
#ultimenotizie	0	2021-07-19T20:45:11.000Z
#cronaca	0	2021-07-19T20:45:11.000Z
#covidiots	0	2021-07-19T19:05:32.000Z
#euroleague	0	2021-07-19T18:29:15.000Z
#linebet	0	2021-07-19T18:29:15.000Z
#irisfilmproduction	0	2021-07-19T17:10:36.000Z
#giancarloantognoni	0	2021-07-19T18:31:39.000Z
#antognoni	0	2021-07-19T18:31:39.000Z
#germania	0	2021-07-19T17:25:02.000Z
#endracism	0	2021-07-19T17:11:11.000Z
#bhfyp	0	2021-07-19T17:10:36.000Z
#caroselli	0	2021-07-19T17:10:36.000Z
#festa	0	2021-07-19T17:10:36.000Z
#skysport	0	2021-07-19T17:10:36.000Z
#fabiocaressa	0	2021-07-19T17:10:36.000Z
#esclusiva	0	2021-07-19T17:10:36.000Z
#claudiotofani	0	2021-07-19T17:10:36.000Z
#w	0	2021-07-19T17:06:48.000Z
#esc2021	0	2021-07-19T17:22:29.000Z
#disasterday	0	2021-07-19T17:04:43.000Z
#cruetandcaddyset	0	2021-07-19T17:04:42.000Z
#spanishiptv	0	2021-07-19T13:20:53.000Z
#rinascimentoaz	0	2021-07-19T17:02:44.000Z
#french	0	2021-07-19T17:22:29.000Z
#siebert	0	2021-07-19T17:00:40.000Z
#adidas	0	2021-07-19T16:57:57.000Z
#nike	0	2021-07-19T16:57:57.000Z
#puma	0	2021-07-19T16:57:57.000Z
#fordanmark	0	2021-07-19T16:54:52.000Z
#coinmarketcap	0	2021-07-19T16:53:21.000Z
#commisso	0	2021-07-19T18:31:39.000Z
#roccocommisso	0	2021-07-19T18:31:39.000Z
#barone	0	2021-07-19T18:31:39.000Z
#joebarone	0	2021-07-19T17:12:36.000Z
#itscom	0	2021-07-19T17:22:00.000Z
#supportlocal	0	2021-07-19T17:21:23.000Z
#blackowned	0	2021-07-19T17:21:23.000Z
#covid19ontario	0	2021-07-19T17:21:23.000Z
#covid19vaccine	0	2021-07-19T17:21:23.000Z
#selfcare	0	2021-07-19T17:21:23.000Z
#makeup	0	2021-07-19T17:21:23.000Z
#dababy	0	2021-07-19T17:21:23.000Z
#seneca	0	2021-07-19T17:21:23.000Z
#hashtaguncensored	0	2021-07-19T19:19:40.000Z
#t	0	2021-07-19T17:20:18.000Z
#diversity	0	2021-07-19T17:19:34.000Z
#seattledraft	0	2021-07-19T17:18:50.000Z
#bornelectric	0	2021-07-19T17:17:02.000Z
#bmwce04	0	2021-07-19T17:17:02.000Z
#exploitation	0	2021-07-19T17:17:02.000Z
#wagetheft	0	2021-07-19T17:17:02.000Z
#notizie	0	2021-07-19T17:15:37.000Z
#wakacje	0	2021-07-19T17:15:34.000Z
#viola	0	2021-07-19T18:31:39.000Z
#panini	0	2021-07-19T19:13:12.000Z
#1s	0	2021-07-19T17:13:45.000Z
#campionato	0	2021-07-19T18:31:39.000Z
#pancakeswap	0	2021-07-19T16:53:21.000Z
#coinbase	0	2021-07-19T16:53:21.000Z
#cryptotwitter	0	2021-07-19T16:53:21.000Z
#tiktokchallenge	0	2021-07-19T16:42:36.000Z
#hiltonbaku	0	2021-07-19T16:41:33.000Z
#xploreazerbaijan	0	2021-07-19T16:41:33.000Z
#itscoming	0	2021-07-19T16:39:24.000Z
#wimbledonfinal	0	2021-07-19T16:39:24.000Z
#djokovic	0	2021-07-19T16:39:24.000Z
#realhousewivesofdurban	0	2021-07-19T16:39:24.000Z
#nedaut	0	2021-07-19T16:37:29.000Z
#socialdistancing	0	2021-07-19T16:37:00.000Z
#blogger	0	2021-07-19T16:33:42.000Z
#sportsblogger	0	2021-07-19T16:33:42.000Z
#sportswriter	0	2021-07-19T16:33:42.000Z
#sportsblog	0	2021-07-19T16:33:42.000Z
#footballblogger	0	2021-07-19T16:33:42.000Z
#footballwriter	0	2021-07-19T16:33:42.000Z
#englandvsdenmark	0	2021-07-19T16:33:22.000Z
#publicrelations	0	2021-07-19T16:29:22.000Z
#nogreenpass	0	2021-07-19T16:27:52.000Z
#toryhypocrisy	0	2021-07-19T16:25:48.000Z
#ryanair	0	2021-07-19T16:25:48.000Z
#costofflights	0	2021-07-19T16:25:48.000Z
#pcrtest	0	2021-07-19T16:25:48.000Z
#cheltenhamraces	0	2021-07-19T16:25:48.000Z
#cryptocur	0	2021-07-19T16:24:50.000Z
#tiktokviral	0	2021-07-19T16:42:36.000Z
#junews	0	2021-07-19T16:43:04.000Z
#bitcoincrash	0	2021-07-19T16:53:21.000Z
#ilsalottodelcalcio	0	2021-07-19T16:43:04.000Z
#bscgem	0	2021-07-19T18:27:36.000Z
#12jul	0	2021-07-19T16:52:37.000Z
#somosbayer04	0	2021-07-19T16:50:29.000Z
#fcb	0	2021-07-19T19:54:34.000Z
#circulareconomy	0	2021-07-19T16:49:00.000Z
#moyes	0	2021-07-19T16:48:57.000Z
#soucek	0	2021-07-19T16:48:57.000Z
#porfra	0	2021-07-19T16:48:29.000Z
#frapor	0	2021-07-19T16:48:29.000Z
#azzur	0	2021-07-19T16:46:56.000Z
#rai1	0	2021-07-19T16:46:56.000Z
#pallavolo	0	2021-07-19T16:46:01.000Z
#luca	0	2021-07-19T19:16:14.000Z
#eurovision	0	2021-07-19T16:46:01.000Z
#fcbarcelona	0	2021-07-19T19:54:34.000Z
